FILE NAME^# OF ENTRIES^GLOBAL^FILE VERSION^LAST IEN
FILE^2792^DIC(^
INDEX^1453^DD("IX",^22.2^1508
VOLUNTARY TEMPORARY LOG^^ABS(503330.1,^4.0^
VOLUNTARY MEAL TICKET^^ABS(503330.2,^4.0^
VOLUNTEER DAILY TIME^^ABS(503331,^4.0^
VOLUNTARY SERVICE ASSIGNMENT CODES^116^ABS(503332,^4.0^268
VOLUNTEER'S SCHEDULED WORKDAYS^42^ABS(503333,^4.0^42
VOLUNTEER ORGANIZATION CODES^272^ABS(503334,^4.0^400
VOLUNTARY ORGANIZATION NATIONAL OFFICIAL^^ABS(503334.1,^4.0^
VOLUNTARY TIME CARD^^ABS(503335,^4.0^
OCCASIONAL VOLUNTEER TIME SHEET^^ABS(503336,^4.0^
VOLUNTARY AWARD CODES^23^ABS(503337,^4.0^25
VOLUNTARY SERVICE SITE PARAMETER^1^ABS(503338,^4.0^1
VOLUNTARY LABEL CONFIGURATION^15^ABS(503338.1,^4.0^17
VOLUNTARY PHRASE^43^ABS(503339,^4.0^43
VOLUNTARY SERVER MESSAGE^^ABS(503339.1,^4.0^
VOLUNTARY SERVICE DIRECTORY^209^ABS(503339.2,^4.0^241
VOLUNTARY SERVICE PROGRAMS^26^ABS(503339.3,^4.0^26
VOLUNTARY MIGRATION LOG^^ABS(503339.5,^4.0^
VOLUNTARY SERVICE SUPPLEMENT^87^ABS(503339.9,^4.0^87
DONATIONS^0^ABS(503340,^4.0^
DONATIONS LETTER RECIPIENT^^ABS(503340.1,^4.0^
DONATIONS LETTER FORMAT^2^ABS(503341,^4.0^6
GPF/DONATIONS^^ABS(503342,^4.0^
FIELD SERVICE RECEIPT^^ABS(503343,^4.0^
TEMPORARY RECEIPT^^ABS(503344,^4.0^
DONATION PURPOSE^^ABS(503345,^4.0^
INDIVIDUAL DONOR^^ABS(503346.1,^4.0^
POST/CHAPTER/UNIT^5^ABS(503347,^4.0^5
CDR ACCOUNT^229^ACK(509850,^3.0^229
A&SP DIAGNOSTIC CONDITION^1227^ACK(509850.1,^3.0^569828
A&SP PATIENT^^ACK(509850.2,^3.0^
A&SP STAFF^0^ACK(509850.3,^3.0^
A&SP PROCEDURE CODE^182^ACK(509850.4,^3.0^99499
A&SP PROCEDURE MODIFIER^11^ACK(509850.5,^3.0^308
A&SP CLINIC VISIT^^ACK(509850.6,^3.0^
A&SP WORKLOAD^^ACK(509850.7,^3.0^
A&SP SITE PARAMETERS^1^ACK(509850.8,^3.0^1
AUDIOMETRIC EXAM DATA^0^ACK(509850.9,^3.0^
VAMC NETWORK HEALTH EXCHANGE^0^AFJ(537000,^5.1^
VAMC NETWORK PATIENT^^AFJ(537010,^5.1^
VAMC NETWORK HEALTH TYPES^31^AFJ(537015,^5.1^31
VAMC NETWORK HEALTH AUTHORIZED SITES^0^AFJ(537025,^5.1^
STATION ORDER^^RMPF(791810,^2.0^
ORDER TYPE^25^RMPF(791810.1,^2.0^30
ORDER STATUS^18^RMPF(791810.2,^2.0^18
DISABILITY^59^RMPF(791810.3,^2.0^62
ROES ELIGIBILITY^17^RMPF(791810.4,^2.0^17
ROES MENU^2^RMPF(791810.5,^2.0^2
ORDER DELAY REASONS^9^RMPF(791810.6,^2.0^9
REMOTE INVENTORY PRODUCT^2431^RMPF(791811,^2.0^2637
REMOTE PRODUCT GROUP^11^RMPF(791811.1,^2.0^13
HEARING AID COMPONENTS^718^RMPF(791811.2,^2.0^742
BATTERY^19^RMPF(791811.3,^2.0^44
REMOTE PROSTHETIC ITEM BRANDS^5^RMPF(791811.4,^2.0^5
TRANSMISSION BATCH^^RMPF(791812,^2.0^
REMOTE ORDER/ENTRY PARAMETER^^RMPF(791813,^2.0^
ROES ELIGIBILITY CONFIRMATION^^RMPF(791814,^3.0^
HMP SUBSCRIPTION^^HMP(800000,^2.0^
HMP PATIENT OBJECT^^HMP(800000.1,^2.0^
HMP OBJECT^0^HMP(800000.11,^2.0^
HMP LIST^^HMPD(800000.2,^2.0^
HMP LIST DOMAIN^10^HMPD(800000.21,^2.0^10
HMP LIST ATTRIBUTE^10^HMPD(800000.22,^2.0^10
HMP PANEL^^HMPPANEL(^2.0^
HMP ROSTER^^HMPROSTR(800001.2,^2.0^
HMP ACTIVITY^^HMP(800001.5,"PTAPPT",^2.0^
HMP EVENT^^HMPLOG(800003,^2.0^
PATIENT/IHS^3^AUPNPAT(^^3
VISIT^^AUPNVSIT(^2.0^
V PROVIDER^^AUPNVPRV(^^
V POV^^AUPNVPOV(^^
V IMMUNIZATION^^AUPNVIMM(^1.0^
V SKIN TEST^^AUPNVSK(^1.0^
V EXAM^^AUPNVXAM(^^
V TREATMENT^^AUPNVTRT(^^
V PATIENT ED^0^AUPNVPED(^1.0^
V CPT^^AUPNVCPT(^^
V HEALTH FACTORS^^AUPNVHF(^^
V IMM CONTRA/REFUSAL EVENTS^^AUPNVICR(^1.0^
PROBLEM^2^AUPNPROB(^2.0^2
V IMMUNIZATION DELETED^^AUPDVIMM(^1.0^
BPS CLAIMS^^BPSC(^1.0^
BPS RESPONSES^^BPSR(^1.0^
BPS LOG^^BPS(9002313.12,^1.0^
BPS ASLEEP PAYERS^^BPS(9002313.15,^1.0^
BPS NCPDP PATIENT RELATIONSHIP CODE^5^BPS(9002313.19,^1.0^5
BPS NCPDP OTHER PAYER AMT PAID QUAL^14^BPS(9002313.2,^1.0^14
BPS NCPDP PROFESSIONAL SERVICE CODE^25^BPS(9002313.21,^1.0^26
BPS NCPDP RESULT OF SERVICE CODE^26^BPS(9002313.22,^1.0^26
BPS NCPDP REASON FOR SERVICE CODE^58^BPS(9002313.23,^1.0^58
BPS NCPDP DAW CODE^10^BPS(9002313.24,^1.0^10
BPS NCPDP CLARIFICATION CODES^49^BPS(9002313.25,^1.0^49
BPS NCPDP PRIOR AUTHORIZATION TYPE CODE^10^BPS(9002313.26,^1.0^10
BPS NCPDP PATIENT RESIDENCE CODE^16^BPS(9002313.27,^1.0^16
BPS NCPDP PHARMACY SERVICE TYPE^9^BPS(9002313.28,^1.0^9
BPS NCPDP DELAY REASON CODE^14^BPS(9002313.29,^1.0^14
BPS CERTIFICATION^^BPS(9002313.31,^1.0^
BPS PAYER RESPONSE OVERRIDES^^BPS(9002313.32,^1.0^
BPS NCPDP OVERRIDE^^BPS(9002313.511,^1.0^
BPS PHARMACIES^^BPS(9002313.56,^1.0^
BPS LOG OF TRANSACTIONS^^BPSTL(^1.0^
BPS STATISTICS^^BPSECX("S",^1.0^
BPS TRANSACTION^^BPST(^1.0^
BPS REQUESTS^^BPS(9002313.77,^1.0^
BPS INSURER DATA^^BPS(9002313.78,^1.0^
BPS RESULT CATEGORY^13^BPSF(9002313.83,^1.0^13
BPS ERROR CODES^29^BPSF(9002313.89,^1.0^20114
BPS NCPDP FIELD DEFS^423^BPSF(9002313.91,^1.0^94
BPS NCPDP FORMATS^305^BPSF(9002313.92,^1.0^307
BPS NCPDP REJECT CODES^1301^BPSF(9002313.93,^1.0^1301
BPS SETUP^1^BPS(9002313.99,^1.0^1
APSP INTERVENTION TYPE^26^APSPQA(32.3,^1.0^27
APSP INTERVENTION^^APSPQA(32.4,^1.0^
APSP INTERVENTION RECOMMENDATION^10^APSPQA(32.5,^1.0^10
IMM MANUFACTURER^76^AUTTIMAN(^1.0^76
LOCATION^3775^AUTTLOC(^^4196
EDUCATION TOPICS^67^AUTTEDT(^1.5^37
IMMUNIZATION^181^AUTTIMM(^1.0^1846
EXAM^30^AUTTEXAM(^1.0^523035
TREATMENT^191^AUTTTRT(^^292
PROVIDER NARRATIVE^2^AUTNPOV(^^2
SKIN TEST^9^AUTTSK(^1.0^145
IMMUNIZATION LOT^^AUTTIML(^1.0^
HEALTH FACTORS^5180^AUTTHF(^1.0^5742
